team,wl,anet,aortg,adrtg,sos,osos,dsos,pace,opl,dpl,date
ATL,24-58,-5.626,105.225,110.824,0.113,0.09,0.017,98.19,14.712,14.711,2018-04-30
ORL,25-57,-5.025,105.126,110.118,-0.325,-0.326,-0.020,97.911,14.610,14.817,2018-04-30
BKN,28-54,-3.624,107.019,110.622,-0.119,-0.010,-0.125,98.96,14.714,14.41,2018-04-30
NYK,29-53,-3.623,106.721,110.221,-0.221,-0.122,-0.019,97.215,15.021,14.610,2018-04-30
DAL,24-58,-2.922,106.124,109.016,0.210,-0.016,0.29,95.825,15.529,14.66,2018-04-30
LAL,35-47,-1.321,106.422,107.713,-0.016,-0.325,0.38,100.23,13.81,14.923,2018-04-30
MIA,45-42,-0.720,106.423,107.19,-0.220,-0.013,-0.124,95.924,15.324,14.713,2018-04-30
DET,39-43,-0.318,106.920,107.211,-0.426,-0.327,-0.121,96.220,15.019,15.025,2018-04-30
OKC,50-38,3.26,110.57,107.210,0.112,0.23,-0.122,96.818,14.58,15.328,2018-04-30
MIL,47-42,-0.317,109.99,110.220,-0.015,0.21,-0.327,96.023,14.69,15.430,2018-04-30
CLE,54-35,-0.116,111.96,112.029,-0.324,-0.012,-0.329,97.612,14.713,14.819,2018-04-30
LAC,42-40,0.015,110.28,110.119,-0.222,-0.019,-0.126,98.87,14.47,14.818,2018-04-30
WAS,45-43,0.414,108.913,108.515,0.211,-0.011,0.211,97.016,14.818,14.821,2018-04-30
IND,51-38,1.413,108.914,107.512,-0.427,-0.630,0.213,95.827,14.817,15.327,2018-04-30
DEN,46-36,1.512,112.35,110.825,0.014,-0.014,0.016,97.017,15.020,14.714,2018-04-30
NOP,52-35,1.811,109.710,107.814,0.44,0.24,0.37,100.71,14.03,14.54,2018-04-30
POR,49-37,1.810,108.615,106.88,-0.118,-0.224,0.114,96.619,15.223,14.68,2018-04-30
MIN,48-39,2.19,112.94,110.826,0.53,0.25,0.33,96.222,15.426,14.65,2018-04-30
SAS,48-39,2.58,107.218,104.83,0.35,-0.120,0.42,95.129,15.830,14.42,2018-04-30
BOS,60-30,3.07,107.317,104.32,-0.529,-0.529,-0.018,95.826,15.222,14.822,2018-04-30
OKC,50-38,3.26,110.57,107.210,0.112,0.23,-0.121,96.818,14.58,15.328,2018-04-29
TOR,63-25,6.82,113.13,106.36,-0.529,-0.428,-0.122,97.513,14.816,14.816,2018-04-29
BOS,59-30,2.77,107.118,104.42,-0.630,-0.529,-0.126,95.826,15.222,14.922,2018-04-29
MIA,45-42,-0.720,106.423,107.09,-0.119,-0.012,-0.123,95.924,15.324,14.713,2018-04-29
PHI,56-31,4.65,109.411,104.84,-0.120,0.16,-0.227,100.24,14.14,14.711,2018-04-29
PHX,21-61,-8.430,103.928,112.330,0.52,0.22,0.36,100.32,14.02,14.715,2018-04-29
CHI,27-55,-7.329,103.829,111.128,-0.117,-0.121,0.015,98.110,14.15,15.329,2018-04-29
SAC,27-55,-7.228,103.730,110.927,0.29,0.09,0.211,94.930,15.325,15.026,2018-04-29
MEM,22-60,-6.627,104.027,110.622,0.28,-0.018,0.35,95.228,15.528,14.820,2018-04-29
ATL,24-58,-5.626,105.225,110.825,0.113,0.08,0.017,98.19,14.712,14.712,2018-04-29
ORL,25-57,-5.025,105.126,110.118,-0.325,-0.325,-0.019,97.911,14.610,14.817,2018-04-29
BKN,28-54,-3.624,107.019,110.623,-0.121,0.010,-0.125,98.96,14.714,14.41,2018-04-29
NYK,29-53,-3.523,106.721,110.221,-0.222,-0.122,-0.018,97.215,15.021,14.610,2018-04-29
DAL,24-58,-2.922,106.124,108.916,0.210,-0.017,0.39,95.825,15.529,14.66,2018-04-29
LAL,35-47,-1.321,106.422,107.713,-0.016,-0.326,0.38,100.23,13.81,14.923,2018-04-29
CHA,36-46,-0.419,109.312,109.817,-0.427,-0.223,-0.328,98.28,14.815,14.67,2018-04-29
GSW,63-25,6.83,113.32,106.57,0.37,-0.015,0.34,99.75,14.36,14.69,2018-04-29
DET,39-43,-0.318,106.920,107.211,-0.326,-0.327,-0.020,96.220,15.019,15.025,2018-04-29
MIL,47-42,-0.317,109.99,110.220,-0.015,0.21,-0.329,96.023,14.69,15.430,2018-04-29
CLE,54-35,-0.116,111.96,112.029,-0.324,-0.013,-0.330,97.612,14.713,14.819,2018-04-29
LAC,42-40,0.015,110.28,110.119,-0.223,-0.119,-0.124,98.87,14.47,14.818,2018-04-29
WAS,45-43,0.414,108.913,108.515,0.211,-0.011,0.212,97.016,14.818,14.821,2018-04-29
IND,51-38,1.413,108.914,107.512,-0.428,-0.630,0.213,95.827,14.817,15.327,2018-04-29
DEN,46-36,1.512,112.25,110.824,0.014,-0.014,0.016,97.017,15.020,14.714,2018-04-29
NOP,52-35,1.811,109.710,107.814,0.54,0.24,0.37,100.71,14.03,14.54,2018-04-29
POR,49-37,1.910,108.615,106.88,-0.118,-0.224,0.114,96.619,15.223,14.68,2018-04-29
MIN,48-39,2.19,112.94,110.826,0.53,0.25,0.33,96.222,15.426,14.65,2018-04-29
SAS,48-39,2.48,107.217,104.73,0.35,-0.120,0.52,95.129,15.830,14.42,2018-04-29
UTA,52-37,5.14,107.916,102.81,0.71,-0.016,0.71,96.221,15.427,14.53,2018-04-29
HOU,70-18,8.81,114.81,105.95,0.36,0.17,0.210,97.414,14.611,15.024,2018-04-29
UTA,52-36,5.34,108.016,102.71,0.71,-0.016,0.71,96.221,15.427,14.53,2018-04-28
PHX,21-61,-8.430,103.928,112.330,0.52,0.22,0.36,100.32,14.02,14.715,2018-04-28
PHI,56-31,4.65,109.411,104.84,-0.120,0.16,-0.227,100.24,14.14,14.711,2018-04-28
OKC,50-38,3.26,110.57,107.210,0.112,0.23,-0.121,96.818,14.58,15.328,2018-04-28
BOS,59-30,2.77,107.118,104.42,-0.630,-0.529,-0.126,95.827,15.222,14.922,2018-04-28
SAS,48-39,2.48,107.217,104.73,0.35,-0.120,0.52,95.129,15.830,14.42,2018-04-28
MIN,48-39,2.19,112.94,110.826,0.53,0.25,0.33,96.222,15.426,14.65,2018-04-28
POR,49-37,1.910,108.615,106.88,-0.118,-0.224,0.114,96.619,15.223,14.68,2018-04-28
NOP,52-35,1.811,109.710,107.814,0.54,0.24,0.37,100.71,14.03,14.54,2018-04-28
IND,51-37,1.512,108.814,107.312,-0.428,-0.630,0.213,95.925,14.817,15.227,2018-04-28
DEN,46-36,1.513,112.25,110.824,0.014,-0.014,0.016,97.017,15.020,14.714,2018-04-28
WAS,45-43,0.414,108.913,108.515,0.211,-0.011,0.212,97.016,14.818,14.821,2018-04-28
LAC,42-40,0.015,110.28,110.119,-0.223,-0.119,-0.124,98.87,14.47,14.818,2018-04-28
CLE,53-35,-0.116,111.96,112.029,-0.324,-0.013,-0.330,97.712,14.713,14.820,2018-04-28
MIL,47-42,-0.317,109.99,110.220,-0.015,0.21,-0.329,96.023,14.610,15.430,2018-04-28
DET,39-43,-0.318,106.920,107.211,-0.326,-0.327,-0.020,96.220,15.019,15.024,2018-04-28
CHA,36-46,-0.419,109.312,109.817,-0.427,-0.223,-0.328,98.28,14.815,14.67,2018-04-28
MIA,45-42,-0.720,106.423,107.09,-0.119,-0.012,-0.123,95.924,15.324,14.713,2018-04-28
LAL,35-47,-1.321,106.422,107.713,-0.016,-0.326,0.38,100.23,13.81,14.923,2018-04-28
DAL,24-58,-2.922,106.124,108.916,0.210,-0.017,0.39,95.826,15.529,14.66,2018-04-28
NYK,29-53,-3.523,106.721,110.221,-0.222,-0.122,-0.018,97.215,15.021,14.610,2018-04-28
BKN,28-54,-3.624,107.019,110.623,-0.121,0.010,-0.125,98.96,14.714,14.41,2018-04-28
ORL,25-57,-5.025,105.126,110.118,-0.325,-0.325,-0.019,97.911,14.611,14.817,2018-04-28
ATL,24-58,-5.626,105.225,110.825,0.113,0.08,0.017,98.19,14.712,14.712,2018-04-28
MEM,22-60,-6.627,104.027,110.622,0.28,-0.018,0.35,95.228,15.528,14.819,2018-04-28
SAC,27-55,-7.228,103.730,110.927,0.29,0.09,0.211,94.930,15.325,15.026,2018-04-28
CHI,27-55,-7.329,103.829,111.128,-0.117,-0.121,0.015,98.110,14.15,15.329,2018-04-28
GSW,63-25,6.83,113.32,106.57,0.37,-0.015,0.34,99.75,14.36,14.69,2018-04-28
HOU,69-18,8.81,114.81,106.05,0.36,0.17,0.210,97.414,14.69,15.025,2018-04-28
TOR,63-25,6.82,113.13,106.36,-0.529,-0.428,-0.122,97.513,14.816,14.816,2018-04-28
GSW,62-25,6.63,113.22,106.67,0.37,-0.015,0.34,99.65,14.36,14.610,2018-04-27
CLE,53-35,-0.116,111.96,112.029,-0.324,-0.013,-0.329,97.712,14.713,14.820,2018-04-27
PHX,21-61,-8.430,103.928,112.330,0.52,0.21,0.36,100.32,14.02,14.715,2018-04-27
CHI,27-55,-7.229,103.829,111.128,-0.116,-0.120,0.116,98.110,14.15,15.329,2018-04-27
SAC,27-55,-7.228,103.730,110.927,0.39,0.09,0.210,94.930,15.325,15.026,2018-04-27
MEM,22-60,-6.527,104.027,110.622,0.38,-0.018,0.35,95.228,15.528,14.819,2018-04-27
ATL,24-58,-5.626,105.225,110.825,0.113,0.08,0.017,98.19,14.712,14.712,2018-04-27
ORL,25-57,-4.925,105.226,110.118,-0.325,-0.325,-0.019,97.911,14.610,14.817,2018-04-27
BKN,28-54,-3.624,107.019,110.623,-0.120,0.010,-0.126,98.96,14.714,14.41,2018-04-27
NYK,29-53,-3.523,106.721,110.221,-0.121,-0.122,-0.018,97.215,15.021,14.69,2018-04-27
LAL,35-47,-1.321,106.422,107.713,-0.015,-0.327,0.37,100.23,13.81,14.923,2018-04-27
MIA,45-42,-0.720,106.423,107.09,-0.119,0.011,-0.125,95.924,15.324,14.713,2018-04-27
CHA,36-46,-0.419,109.312,109.817,-0.427,-0.123,-0.227,98.28,14.815,14.67,2018-04-27
DET,39-43,-0.318,107.020,107.211,-0.326,-0.326,-0.020,96.220,15.019,15.024,2018-04-27
MIL,47-41,-0.217,109.99,110.119,-0.118,0.23,-0.328,96.023,14.611,15.430,2018-04-27
DAL,24-58,-2.922,106.124,108.916,0.210,-0.017,0.39,95.826,15.529,14.66,2018-04-27
LAC,42-40,0.115,110.28,110.120,-0.222,-0.119,-0.124,98.87,14.47,14.818,2018-04-27
SAS,48-39,2.58,107.217,104.73,0.35,-0.121,0.52,95.129,15.830,14.42,2018-04-27
HOU,69-18,8.81,114.81,106.05,0.36,0.17,0.211,97.414,14.69,15.025,2018-04-27
WAS,45-43,0.414,108.913,108.515,0.211,-0.012,0.212,97.016,14.818,14.821,2018-04-27
TOR,63-25,6.82,113.13,106.36,-0.529,-0.428,-0.123,97.513,14.816,14.816,2018-04-27
UTA,52-36,5.34,108.016,102.71,0.71,-0.016,0.71,96.221,15.427,14.53,2018-04-27
PHI,56-31,4.55,109.411,104.94,-0.223,0.16,-0.330,100.24,14.13,14.711,2018-04-27
BOS,58-30,2.77,107.118,104.32,-0.530,-0.529,-0.121,95.827,15.222,14.922,2018-04-27
OKC,50-38,3.26,110.57,107.210,0.112,0.22,-0.122,96.818,14.58,15.328,2018-04-27
MIN,48-39,2.19,112.94,110.826,0.53,0.25,0.33,96.222,15.426,14.65,2018-04-27
NOP,52-34,2.110,109.810,107.714,0.44,0.24,0.38,100.71,14.14,14.54,2018-04-27
POR,49-37,1.911,108.615,106.88,-0.117,-0.224,0.114,96.619,15.223,14.68,2018-04-27
IND,51-37,1.512,108.814,107.312,-0.428,-0.630,0.213,95.925,14.817,15.227,2018-04-27
DEN,46-36,1.513,112.25,110.824,0.014,-0.014,0.115,97.017,15.020,14.714,2018-04-27
SAS,48-39,2.58,107.217,104.73,0.35,-0.121,0.52,95.129,15.830,14.42,2018-04-26
IND,50-37,1.113,108.615,107.412,-0.428,-0.630,0.213,95.924,14.817,15.227,2018-04-26
DEN,46-36,1.512,112.25,110.824,0.014,-0.014,0.115,97.017,15.020,14.714,2018-04-26
POR,49-37,1.911,108.614,106.88,-0.117,-0.224,0.114,96.619,15.223,14.68,2018-04-26
NOP,52-34,2.110,109.810,107.714,0.44,0.24,0.38,100.71,14.14,14.54,2018-04-26
MIN,48-39,2.19,112.94,110.826,0.53,0.25,0.33,96.222,15.426,14.65,2018-04-26
HOU,69-18,8.81,114.81,106.05,0.36,0.17,0.211,97.414,14.69,15.025,2018-04-26
BOS,58-30,2.77,107.118,104.32,-0.530,-0.529,-0.121,95.827,15.222,14.922,2018-04-26
OKC,50-37,3.46,110.67,107.210,0.112,0.22,-0.122,96.918,14.58,15.328,2018-04-26
PHI,56-31,4.55,109.411,104.94,-0.223,0.16,-0.330,100.24,14.13,14.711,2018-04-26
UTA,51-36,5.34,108.016,102.71,0.71,-0.016,0.71,96.320,15.427,14.53,2018-04-26
GSW,62-25,6.63,113.22,106.67,0.37,-0.015,0.34,99.65,14.36,14.610,2018-04-26
CLE,53-34,0.315,112.06,111.729,-0.324,-0.013,-0.329,97.812,14.713,14.817,2018-04-26
WAS,45-42,0.514,109.013,108.415,0.211,-0.012,0.212,97.116,14.818,14.821,2018-04-26
PHX,21-61,-8.430,103.928,112.330,0.52,0.21,0.36,100.32,14.02,14.716,2018-04-26
LAC,42-40,0.116,110.28,110.120,-0.222,-0.119,-0.124,98.87,14.47,14.819,2018-04-26
MIL,47-41,-0.217,109.99,110.119,-0.118,0.23,-0.328,96.023,14.611,15.430,2018-04-26
DET,39-43,-0.318,107.020,107.211,-0.326,-0.326,-0.020,96.221,15.019,15.024,2018-04-26
CHA,36-46,-0.419,109.312,109.817,-0.427,-0.123,-0.227,98.28,14.815,14.67,2018-04-26
MIA,45-42,-0.720,106.423,107.09,-0.119,0.011,-0.125,95.925,15.324,14.713,2018-04-26
LAL,35-47,-1.321,106.422,107.713,-0.015,-0.327,0.37,100.23,13.81,14.923,2018-04-26
DAL,24-58,-2.922,106.124,108.916,0.210,-0.017,0.39,95.826,15.529,14.66,2018-04-26
NYK,29-53,-3.523,106.721,110.221,-0.121,-0.122,-0.018,97.215,15.021,14.69,2018-04-26
BKN,28-54,-3.624,107.019,110.623,-0.120,0.010,-0.126,98.96,14.714,14.41,2018-04-26
ORL,25-57,-4.925,105.226,110.118,-0.325,-0.325,-0.019,97.911,14.610,14.818,2018-04-26
ATL,24-58,-5.626,105.225,110.825,0.113,0.08,0.017,98.19,14.712,14.712,2018-04-26
MEM,22-60,-6.527,104.027,110.622,0.38,-0.018,0.35,95.228,15.528,14.820,2018-04-26
SAC,27-55,-7.228,103.730,110.927,0.39,0.09,0.210,94.930,15.325,15.026,2018-04-26
CHI,27-55,-7.229,103.829,111.128,-0.116,-0.120,0.116,98.110,14.15,15.329,2018-04-26
TOR,62-25,6.82,113.13,106.36,-0.529,-0.428,-0.123,97.613,14.816,14.715,2018-04-26
CHI,27-55,-7.229,103.929,111.128,-0.016,-0.120,0.116,98.110,14.15,15.329,2018-04-25
PHX,21-61,-8.330,103.928,112.330,0.52,0.21,0.35,100.32,14.02,14.716,2018-04-25
CLE,53-34,0.315,112.06,111.729,-0.324,-0.014,-0.329,97.812,14.713,14.817,2018-04-25
HOU,69-18,8.81,114.81,106.05,0.38,0.17,0.211,97.414,14.69,15.025,2018-04-25
GSW,62-25,6.63,113.22,106.67,0.39,-0.018,0.36,99.65,14.36,14.610,2018-04-25
UTA,51-36,5.34,108.016,102.71,0.71,-0.019,0.71,96.320,15.427,14.53,2018-04-25
PHI,56-31,4.55,109.411,104.94,-0.223,0.16,-0.330,100.24,14.13,14.711,2018-04-25
OKC,50-37,3.46,110.67,107.210,0.113,0.22,-0.122,96.918,14.58,15.328,2018-04-25
BOS,58-29,2.97,107.217,104.32,-0.530,-0.429,-0.121,95.926,15.222,14.922,2018-04-25
SAS,48-39,2.58,107.218,104.73,0.35,-0.122,0.52,95.129,15.830,14.42,2018-04-25
MIN,48-39,2.19,112.94,110.826,0.53,0.25,0.33,96.222,15.426,14.65,2018-04-25
NOP,52-34,2.110,109.810,107.714,0.54,0.23,0.38,100.71,14.14,14.54,2018-04-25
POR,49-37,1.911,108.614,106.78,-0.017,-0.224,0.214,96.619,15.223,14.68,2018-04-25
DEN,46-36,1.512,112.35,110.724,0.114,-0.013,0.115,97.017,15.020,14.714,2018-04-25
IND,50-37,1.113,108.615,107.412,-0.428,-0.630,0.213,95.924,14.817,15.227,2018-04-25
WAS,45-42,0.514,109.013,108.415,0.211,-0.012,0.212,97.116,14.818,14.821,2018-04-25
LAC,42-40,0.116,110.28,110.119,-0.122,-0.017,-0.124,98.87,14.47,14.819,2018-04-25
DET,39-43,-0.317,107.020,107.211,-0.326,-0.326,-0.020,96.221,15.019,15.024,2018-04-25
MIL,46-41,-0.318,109.99,110.221,-0.118,0.24,-0.227,96.123,14.610,15.430,2018-04-25
CHA,36-46,-0.419,109.412,109.817,-0.427,-0.123,-0.228,98.28,14.815,14.67,2018-04-25
MIA,45-42,-0.720,106.423,107.09,-0.121,0.011,-0.126,95.925,15.324,14.713,2018-04-25
LAL,35-47,-1.321,106.422,107.713,0.015,-0.327,0.37,100.23,13.81,14.923,2018-04-25
DAL,24-58,-2.822,106.124,108.916,0.310,-0.015,0.39,95.827,15.529,14.66,2018-04-25
NYK,29-53,-3.523,106.721,110.220,-0.120,-0.121,0.018,97.215,15.021,14.69,2018-04-25
BKN,28-54,-3.624,107.019,110.623,-0.119,0.010,-0.125,98.96,14.714,14.41,2018-04-25
ORL,25-57,-4.925,105.226,110.118,-0.325,-0.325,-0.019,97.911,14.611,14.818,2018-04-25
ATL,24-58,-5.526,105.225,110.825,0.112,0.18,0.017,98.19,14.712,14.712,2018-04-25
MEM,22-60,-6.527,104.127,110.622,0.36,-0.016,0.34,95.228,15.528,14.820,2018-04-25
SAC,27-55,-7.228,103.730,110.927,0.37,0.09,0.210,94.930,15.325,15.026,2018-04-25
TOR,62-25,6.82,113.13,106.36,-0.529,-0.428,-0.123,97.613,14.816,14.715,2018-04-25
OKC,49-37,3.36,110.67,107.311,0.113,0.22,-0.122,96.918,14.58,15.328,2018-04-24
PHI,56-31,4.55,109.411,104.94,-0.223,0.16,-0.330,100.24,14.13,14.711,2018-04-24
HOU,68-18,8.71,114.61,105.95,0.38,0.17,0.211,97.514,14.69,15.025,2018-04-24
MIL,46-41,-0.318,109.99,110.221,-0.118,0.24,-0.227,96.123,14.610,15.430,2018-04-24
TOR,61-25,6.82,113.13,106.46,-0.529,-0.428,-0.123,97.613,14.816,14.714,2018-04-24
BOS,58-29,2.97,107.217,104.32,-0.530,-0.429,-0.121,95.926,15.222,14.922,2018-04-24
SAS,48-39,2.58,107.218,104.73,0.35,-0.122,0.52,95.129,15.830,14.42,2018-04-24
MIN,48-38,2.39,112.94,110.622,0.53,0.25,0.33,96.222,15.426,14.54,2018-04-24
NOP,52-34,2.110,109.810,107.714,0.54,0.23,0.38,100.71,14.14,14.55,2018-04-24
POR,49-37,1.911,108.614,106.78,-0.017,-0.224,0.214,96.619,15.223,14.68,2018-04-24
DEN,46-36,1.512,112.35,110.725,0.114,-0.013,0.115,97.017,15.020,14.715,2018-04-24
IND,50-36,1.113,108.615,107.412,-0.428,-0.630,0.213,96.024,14.817,15.227,2018-04-24
WAS,45-41,0.714,109.113,108.415,0.211,-0.012,0.212,97.116,14.818,14.821,2018-04-24
CLE,52-34,0.315,112.16,111.829,-0.324,-0.014,-0.329,97.912,14.612,14.817,2018-04-24
LAC,42-40,0.116,110.28,110.119,-0.122,-0.017,-0.124,98.87,14.47,14.819,2018-04-24
UTA,51-35,5.44,108.116,102.71,0.71,-0.019,0.71,96.320,15.427,14.53,2018-04-24
DET,39-43,-0.317,107.020,107.210,-0.326,-0.326,-0.020,96.221,15.019,15.024,2018-04-24
CHA,36-46,-0.419,109.412,109.817,-0.427,-0.123,-0.228,98.28,14.815,14.67,2018-04-24
ATL,24-58,-5.526,105.225,110.826,0.112,0.18,0.017,98.19,14.713,14.712,2018-04-24
MIA,45-42,-0.720,106.423,107.09,-0.121,0.011,-0.126,95.925,15.324,14.713,2018-04-24
PHX,21-61,-8.330,103.928,112.330,0.52,0.21,0.35,100.32,14.02,14.716,2018-04-24
CHI,27-55,-7.229,103.929,111.128,-0.016,-0.120,0.116,98.110,14.15,15.329,2018-04-24
SAC,27-55,-7.228,103.730,110.927,0.37,0.09,0.210,94.930,15.325,15.026,2018-04-24
MEM,22-60,-6.527,104.127,110.623,0.36,-0.016,0.34,95.228,15.528,14.820,2018-04-24
GSW,62-25,6.63,113.22,106.67,0.39,-0.018,0.36,99.65,14.36,14.610,2018-04-24
ORL,25-57,-4.925,105.226,110.118,-0.325,-0.325,-0.019,97.911,14.611,14.818,2018-04-24
NYK,29-53,-3.523,106.721,110.220,-0.120,-0.121,0.018,97.215,15.021,14.69,2018-04-24
DAL,24-58,-2.822,106.124,108.916,0.310,-0.015,0.39,95.827,15.529,14.66,2018-04-24
LAL,35-47,-1.321,106.422,107.713,0.015,-0.327,0.37,100.23,13.81,14.923,2018-04-24
BKN,28-54,-3.624,107.019,110.624,-0.119,0.010,-0.125,98.96,14.714,14.41,2018-04-24
DAL,24-58,-2.822,106.124,108.916,0.39,-0.013,0.37,95.827,15.529,14.66,2018-04-23
DET,39-43,-0.217,107.020,107.29,-0.324,-0.327,-0.019,96.221,15.019,15.024,2018-04-23
MIL,46-40,-0.318,110.19,110.421,-0.119,0.15,-0.229,96.123,14.611,15.330,2018-04-23
CHA,36-46,-0.419,109.311,109.717,-0.427,-0.122,-0.228,98.28,14.815,14.67,2018-04-23
MIA,45-41,-0.620,106.522,107.18,-0.221,-0.016,-0.125,95.926,15.324,14.715,2018-04-23
LAL,35-47,-1.321,106.423,107.713,0.014,-0.325,0.36,100.23,13.81,14.923,2018-04-23
BKN,28-54,-3.624,107.019,110.623,-0.117,0.09,-0.124,98.96,14.714,14.41,2018-04-23
NYK,29-53,-3.523,106.721,110.220,-0.118,-0.120,0.017,97.215,15.021,14.69,2018-04-23
ORL,25-57,-4.925,105.226,110.118,-0.323,-0.326,-0.018,97.911,14.610,14.818,2018-04-23
ATL,24-58,-5.526,105.225,110.726,0.111,0.17,0.116,98.19,14.713,14.712,2018-04-23
MEM,22-60,-6.527,104.127,110.624,0.35,-0.014,0.34,95.228,15.528,14.820,2018-04-23
CLE,52-34,0.315,112.16,111.829,-0.322,-0.012,-0.330,97.912,14.612,14.817,2018-04-23
SAC,27-55,-7.228,103.730,110.927,0.36,0.08,0.39,94.930,15.325,15.026,2018-04-23
LAC,42-40,0.116,110.28,110.119,-0.120,-0.015,-0.122,98.87,14.47,14.819,2018-04-23
MIN,48-38,2.39,112.94,110.622,0.53,0.24,0.33,96.222,15.426,14.54,2018-04-23
WAS,45-41,0.714,109.113,108.415,0.210,-0.011,0.211,97.116,14.818,14.821,2018-04-23
IND,50-36,1.113,108.615,107.412,-0.428,-0.630,0.212,96.024,14.817,15.227,2018-04-23
DEN,46-36,1.512,112.35,110.725,0.113,-0.010,0.115,97.017,15.020,14.714,2018-04-23
POR,49-37,1.911,108.614,106.77,-0.016,-0.224,0.213,96.619,15.223,14.68,2018-04-23
NOP,52-34,2.110,109.810,107.714,0.54,0.23,0.38,100.71,14.14,14.55,2018-04-23
SAS,48-38,2.58,107.318,104.83,0.37,-0.121,0.42,95.129,15.930,14.42,2018-04-23
BOS,57-29,2.97,107.317,104.42,-0.529,-0.429,-0.120,95.925,15.122,14.922,2018-04-23
OKC,49-37,3.36,110.67,107.311,0.112,0.22,-0.121,96.918,14.58,15.328,2018-04-23
PHI,55-31,4.35,109.212,104.94,-0.426,-0.123,-0.226,100.24,14.13,14.711,2018-04-23
UTA,51-35,5.44,108.116,102.71,0.71,-0.017,0.71,96.320,15.427,14.53,2018-04-23
GSW,61-25,6.03,113.32,107.310,-0.325,-0.118,-0.227,99.75,14.36,14.610,2018-04-23
TOR,61-25,6.82,113.13,106.46,-0.530,-0.428,-0.123,97.613,14.816,14.713,2018-04-23
CHI,27-55,-7.229,103.929,111.128,-0.015,-0.119,0.114,98.110,14.15,15.329,2018-04-23
HOU,68-18,8.71,114.61,105.95,0.38,0.16,0.210,97.514,14.69,15.025,2018-04-23
PHX,21-61,-8.330,103.928,112.330,0.62,0.21,0.35,100.32,14.02,14.716,2018-04-23
HOU,67-18,8.61,114.51,106.05,0.38,0.16,0.210,97.414,14.69,15.025,2018-04-22
LAC,42-40,0.116,110.28,110.119,-0.120,-0.015,-0.122,98.87,14.47,14.819,2018-04-22
SAC,27-55,-7.228,103.730,110.927,0.36,0.08,0.39,94.930,15.325,15.026,2018-04-22
MEM,22-60,-6.527,104.127,110.624,0.35,-0.014,0.34,95.228,15.528,14.820,2018-04-22
ATL,24-58,-5.526,105.225,110.726,0.111,0.17,0.116,98.19,14.713,14.712,2018-04-22
ORL,25-57,-4.925,105.226,110.118,-0.323,-0.326,-0.018,97.911,14.610,14.818,2018-04-22
BKN,28-54,-3.624,107.019,110.623,-0.117,0.09,-0.124,98.96,14.714,14.41,2018-04-22
NYK,29-53,-3.523,106.721,110.220,-0.118,-0.120,0.017,97.215,15.021,14.69,2018-04-22
DAL,24-58,-2.822,106.124,108.916,0.39,-0.013,0.37,95.827,15.529,14.66,2018-04-22
LAL,35-47,-1.321,106.423,107.713,0.014,-0.325,0.36,100.23,13.81,14.923,2018-04-22
MIA,45-41,-0.620,106.522,107.18,-0.221,-0.016,-0.125,95.926,15.324,14.715,2018-04-22
CHA,36-46,-0.419,109.311,109.717,-0.427,-0.122,-0.228,98.28,14.815,14.67,2018-04-22
MIL,46-40,-0.318,110.19,110.421,-0.119,0.15,-0.229,96.123,14.611,15.330,2018-04-22
DET,39-43,-0.217,107.020,107.29,-0.324,-0.327,-0.019,96.220,15.019,15.024,2018-04-22
CLE,52-34,0.315,112.16,111.829,-0.322,-0.012,-0.330,97.912,14.612,14.817,2018-04-22
PHX,21-61,-8.330,103.928,112.330,0.62,0.21,0.35,100.32,14.02,14.716,2018-04-22
WAS,45-41,0.714,109.113,108.415,0.210,-0.011,0.211,97.116,14.818,14.821,2018-04-22
IND,50-36,1.113,108.615,107.412,-0.428,-0.630,0.212,96.024,14.817,15.227,2018-04-22
DEN,46-36,1.512,112.35,110.725,0.113,-0.010,0.115,97.017,15.020,14.714,2018-04-22
POR,49-37,1.911,108.614,106.77,-0.016,-0.224,0.213,96.619,15.223,14.68,2018-04-22
NOP,52-34,2.110,109.810,107.714,0.54,0.23,0.38,100.71,14.14,14.55,2018-04-22
SAS,48-38,2.59,107.318,104.83,0.37,-0.121,0.42,95.129,15.930,14.42,2018-04-22
MIN,48-37,2.68,113.04,110.522,0.53,0.24,0.33,96.222,15.426,14.54,2018-04-22
BOS,57-29,2.97,107.317,104.42,-0.529,-0.429,-0.120,95.925,15.122,14.922,2018-04-22
OKC,49-36,3.66,110.87,107.210,0.112,0.22,-0.121,96.818,14.58,15.328,2018-04-22
PHI,55-31,4.35,109.212,104.94,-0.426,-0.123,-0.226,100.24,14.13,14.711,2018-04-22
UTA,50-35,5.34,108.016,102.81,0.71,-0.017,0.71,96.221,15.427,14.53,2018-04-22
GSW,61-25,6.03,113.32,107.311,-0.325,-0.118,-0.227,99.75,14.36,14.610,2018-04-22
CHI,27-55,-7.229,103.929,111.128,-0.015,-0.119,0.114,98.110,14.15,15.329,2018-04-22
TOR,61-25,6.82,113.13,106.46,-0.530,-0.428,-0.123,97.613,14.816,14.713,2018-04-22
PHX,21-61,-8.330,103.928,112.330,0.62,0.21,0.35,100.32,14.02,14.716,2018-04-21
WAS,44-41,0.614,109.113,108.515,0.210,-0.011,0.211,97.116,14.818,14.821,2018-04-21
CHI,27-55,-7.229,103.929,111.128,-0.015,-0.119,0.114,98.110,14.15,15.329,2018-04-21
