team,wl,anet,aortg,adrtg,sos,osos,dsos,pace,opl,dpl,date
TOR,61-24,6.92,113.33,106.46,-0.530,-0.428,-0.123,97.513,14.817,14.715,2018-04-21
GSW,61-24,6.23,113.42,107.29,-0.325,-0.118,-0.227,99.85,14.36,14.69,2018-04-21
UTA,50-35,5.34,108.016,102.81,0.71,-0.017,0.71,96.221,15.427,14.53,2018-04-21
PHI,55-31,4.35,109.212,104.94,-0.426,-0.123,-0.226,100.24,14.13,14.711,2018-04-21
OKC,49-36,3.66,110.87,107.211,0.112,0.22,-0.121,96.818,14.58,15.328,2018-04-21
BOS,57-28,3.07,107.317,104.32,-0.529,-0.429,-0.120,96.025,15.122,14.922,2018-04-21
MIN,48-37,2.68,113.04,110.522,0.53,0.24,0.33,96.222,15.426,14.54,2018-04-21
SAS,47-38,2.49,107.218,104.83,0.37,-0.121,0.42,95.229,15.830,14.42,2018-04-21
NOP,52-34,2.110,109.810,107.714,0.54,0.23,0.38,100.71,14.14,14.55,2018-04-21
POR,49-37,1.911,108.614,106.77,-0.016,-0.224,0.213,96.619,15.223,14.68,2018-04-21
DEN,46-36,1.512,112.35,110.725,0.113,-0.010,0.115,97.017,15.020,14.713,2018-04-21
IND,50-35,1.213,108.615,107.412,-0.428,-0.630,0.212,96.024,14.816,15.227,2018-04-21
HOU,67-18,8.61,114.51,106.05,0.38,0.16,0.210,97.414,14.69,15.025,2018-04-21
CLE,51-34,0.315,112.16,111.829,-0.322,-0.012,-0.330,97.912,14.612,14.817,2018-04-21
NYK,29-53,-3.523,106.721,110.220,-0.118,-0.120,0.017,97.215,15.021,14.610,2018-04-21
SAC,27-55,-7.228,103.730,110.927,0.36,0.08,0.39,94.930,15.325,15.026,2018-04-21
MEM,22-60,-6.527,104.127,110.624,0.35,-0.014,0.34,95.228,15.528,14.820,2018-04-21
ATL,24-58,-5.526,105.225,110.726,0.111,0.17,0.116,98.19,14.713,14.712,2018-04-21
ORL,25-57,-4.925,105.226,110.118,-0.323,-0.326,-0.018,97.911,14.611,14.818,2018-04-21
BKN,28-54,-3.624,107.019,110.623,-0.117,0.09,-0.124,98.96,14.714,14.41,2018-04-21
LAC,42-40,0.116,110.28,110.119,-0.120,-0.015,-0.122,98.87,14.47,14.819,2018-04-21
DAL,24-58,-2.822,106.124,108.916,0.39,-0.013,0.37,95.827,15.529,14.66,2018-04-21
MIA,45-41,-0.620,106.522,107.18,-0.221,-0.016,-0.125,95.926,15.324,14.714,2018-04-21
CHA,36-46,-0.419,109.311,109.717,-0.427,-0.122,-0.228,98.28,14.815,14.67,2018-04-21
MIL,45-40,-0.318,110.09,110.321,-0.119,0.15,-0.229,96.223,14.610,15.330,2018-04-21
DET,39-43,-0.217,107.020,107.210,-0.324,-0.327,-0.019,96.220,15.019,15.024,2018-04-21
LAL,35-47,-1.321,106.423,107.713,0.014,-0.325,0.36,100.23,13.81,14.923,2018-04-21
MIN,47-37,2.49,112.84,110.422,0.53,0.23,0.33,96.222,15.426,14.54,2018-04-20
WAS,44-41,0.614,109.113,108.515,0.29,-0.011,0.210,97.116,14.818,14.821,2018-04-20
IND,50-35,1.213,108.614,107.412,-0.428,-0.630,0.211,96.024,14.816,15.227,2018-04-20
DEN,46-36,1.512,112.35,110.726,0.112,0.010,0.114,97.017,15.020,14.713,2018-04-20
NOP,51-34,1.711,109.510,107.814,0.110,0.15,0.016,100.71,14.14,14.55,2018-04-20
POR,49-36,2.010,108.515,106.57,-0.116,-0.224,0.112,96.619,15.223,14.69,2018-04-20
BOS,57-28,3.07,107.317,104.32,-0.529,-0.429,-0.120,96.025,15.122,14.922,2018-04-20
SAS,47-38,2.48,107.218,104.83,0.37,-0.122,0.42,95.229,15.830,14.42,2018-04-20
LAC,42-40,0.116,110.28,110.119,-0.120,-0.014,-0.123,98.87,14.47,14.819,2018-04-20
OKC,49-35,3.76,110.87,107.18,0.113,0.22,-0.122,96.818,14.58,15.328,2018-04-20
PHI,54-31,4.35,109.312,105.04,-0.427,-0.223,-0.226,100.14,14.13,14.711,2018-04-20
UTA,49-35,5.24,107.916,102.81,0.71,-0.016,0.71,96.221,15.427,14.53,2018-04-20
HOU,67-17,8.81,114.61,105.75,0.38,0.18,0.29,97.514,14.69,15.025,2018-04-20
CLE,51-34,0.315,112.16,111.829,-0.324,-0.015,-0.330,97.912,14.612,14.817,2018-04-20
CHA,36-46,-0.419,109.411,109.717,-0.326,-0.121,-0.227,98.28,14.815,14.67,2018-04-20
DET,39-43,-0.217,107.020,107.211,-0.323,-0.327,-0.019,96.220,15.019,15.024,2018-04-20
MIL,45-40,-0.318,110.09,110.321,-0.119,0.14,-0.229,96.223,14.610,15.330,2018-04-20
MIA,45-40,-0.520,106.622,107.29,-0.221,-0.117,-0.125,95.727,15.325,14.716,2018-04-20
LAL,35-47,-1.321,106.423,107.713,0.014,-0.325,0.36,100.23,13.81,14.923,2018-04-20
DAL,24-58,-2.822,106.124,108.916,0.36,-0.013,0.37,95.826,15.529,14.66,2018-04-20
GSW,61-24,6.23,113.42,107.210,-0.325,-0.118,-0.228,99.85,14.36,14.68,2018-04-20
BKN,28-54,-3.624,107.019,110.623,-0.117,0.09,-0.121,98.96,14.714,14.41,2018-04-20
ORL,25-57,-4.925,105.226,110.118,-0.322,-0.326,-0.018,97.911,14.611,14.818,2018-04-20
ATL,24-58,-5.526,105.225,110.725,0.111,0.17,0.115,98.19,14.713,14.712,2018-04-20
MEM,22-60,-6.527,104.127,110.624,0.34,-0.012,0.34,95.228,15.528,14.820,2018-04-20
SAC,27-55,-7.128,103.730,110.927,0.35,0.16,0.28,94.930,15.324,15.026,2018-04-20
CHI,27-55,-7.229,103.929,111.028,-0.015,-0.119,0.113,98.110,14.15,15.329,2018-04-20
PHX,21-61,-8.330,103.928,112.330,0.62,0.31,0.35,100.32,14.02,14.715,2018-04-20
NYK,29-53,-3.523,106.721,110.220,-0.118,-0.120,0.017,97.215,15.021,14.610,2018-04-20
TOR,61-24,6.92,113.33,106.46,-0.530,-0.428,-0.124,97.513,14.817,14.714,2018-04-20
HOU,67-17,8.81,114.61,105.75,0.38,0.18,0.29,97.514,14.69,15.025,2018-04-19
LAC,42-40,0.116,110.28,110.119,-0.120,-0.014,-0.123,98.87,14.47,14.819,2018-04-19
PHX,21-61,-8.330,103.928,112.330,0.62,0.31,0.35,100.32,14.02,14.715,2018-04-19
CHI,27-55,-7.229,103.929,111.028,-0.015,-0.119,0.113,98.110,14.15,15.329,2018-04-19
SAC,27-55,-7.128,103.730,110.927,0.35,0.16,0.28,94.930,15.324,15.026,2018-04-19
MEM,22-60,-6.527,104.127,110.624,0.34,-0.012,0.34,95.228,15.528,14.820,2018-04-19
ATL,24-58,-5.526,105.225,110.725,0.111,0.17,0.115,98.19,14.713,14.712,2018-04-19
ORL,25-57,-4.925,105.226,110.118,-0.322,-0.326,-0.018,97.912,14.612,14.818,2018-04-19
BKN,28-54,-3.624,107.019,110.623,-0.117,0.09,-0.121,98.96,14.714,14.41,2018-04-19
NYK,29-53,-3.523,106.721,110.220,-0.118,-0.120,0.017,97.215,15.021,14.610,2018-04-19
LAL,35-47,-1.321,106.423,107.713,0.014,-0.325,0.36,100.23,13.81,14.923,2018-04-19
MIL,44-40,-0.620,109.89,110.421,-0.119,0.14,-0.229,96.320,14.610,15.330,2018-04-19
MIA,45-40,-0.519,106.622,107.29,-0.221,-0.117,-0.125,95.727,15.325,14.716,2018-04-19
CHA,36-46,-0.418,109.411,109.717,-0.326,-0.121,-0.227,98.28,14.815,14.67,2018-04-19
DET,39-43,-0.217,107.020,107.211,-0.323,-0.327,-0.019,96.221,15.019,15.024,2018-04-19
DAL,24-58,-2.822,106.124,108.916,0.36,-0.013,0.37,95.826,15.529,14.66,2018-04-19
CLE,51-33,0.315,112.26,111.929,-0.324,-0.015,-0.330,98.011,14.611,14.817,2018-04-19
SAS,47-38,2.48,107.218,104.83,0.37,-0.122,0.42,95.229,15.830,14.42,2018-04-19
WAS,43-41,0.414,108.913,108.515,0.29,-0.011,0.210,97.116,14.818,14.821,2018-04-19
GSW,61-24,6.23,113.42,107.210,-0.325,-0.118,-0.228,99.85,14.36,14.68,2018-04-19
UTA,49-35,5.24,107.916,102.81,0.71,-0.016,0.71,96.222,15.427,14.53,2018-04-19
PHI,54-31,4.35,109.312,105.04,-0.427,-0.223,-0.226,100.14,14.13,14.711,2018-04-19
OKC,49-35,3.76,110.87,107.18,0.113,0.22,-0.122,96.818,14.58,15.328,2018-04-19
BOS,57-27,3.47,107.317,104.02,-0.529,-0.429,-0.120,96.125,15.122,14.822,2018-04-19
TOR,61-23,7.32,113.43,106.16,-0.530,-0.428,-0.124,97.513,14.817,14.714,2018-04-19
MIN,47-37,2.49,112.84,110.422,0.53,0.23,0.33,96.223,15.426,14.54,2018-04-19
POR,49-36,2.010,108.515,106.57,-0.116,-0.224,0.112,96.619,15.223,14.69,2018-04-19
NOP,51-34,1.711,109.510,107.814,0.110,0.15,0.016,100.71,14.14,14.55,2018-04-19
DEN,46-36,1.512,112.35,110.726,0.112,0.010,0.114,97.017,15.020,14.713,2018-04-19
IND,49-35,1.213,108.714,107.512,-0.428,-0.630,0.211,96.124,14.816,15.227,2018-04-19
BKN,28-54,-3.524,107.019,110.523,-0.016,0.09,-0.121,98.96,14.714,14.41,2018-04-18
DET,39-43,-0.217,107.020,107.210,-0.323,-0.327,0.019,96.221,15.019,15.024,2018-04-18
MIA,45-39,-0.318,106.622,106.98,-0.221,-0.119,-0.124,95.727,15.324,14.816,2018-04-18
CHA,36-46,-0.419,109.411,109.717,-0.325,-0.120,-0.228,98.28,14.815,14.67,2018-04-18
MIL,44-40,-0.620,109.89,110.421,-0.119,0.14,-0.229,96.320,14.610,15.330,2018-04-18
LAL,35-47,-1.221,106.523,107.713,0.114,-0.225,0.36,100.23,13.81,14.923,2018-04-18
NYK,29-53,-3.423,106.721,110.220,-0.117,-0.118,0.017,97.215,15.021,14.610,2018-04-18
ATL,24-58,-5.526,105.325,110.725,0.211,0.17,0.115,98.19,14.713,14.712,2018-04-18
ORL,25-57,-4.925,105.226,110.118,-0.322,-0.326,0.018,97.912,14.612,14.818,2018-04-18
CLE,51-33,0.315,112.26,111.929,-0.324,-0.015,-0.330,98.011,14.611,14.817,2018-04-18
MEM,22-60,-6.527,104.127,110.624,0.34,0.011,0.33,95.228,15.528,14.820,2018-04-18
SAC,27-55,-7.128,103.730,110.827,0.35,0.16,0.38,94.930,15.325,15.026,2018-04-18
CHI,27-55,-7.229,103.929,111.028,0.015,-0.117,0.112,98.110,14.15,15.329,2018-04-18
PHX,21-61,-8.330,104.028,112.230,0.62,0.31,0.34,100.32,14.02,14.715,2018-04-18
LAC,42-40,0.116,110.28,110.119,-0.118,0.013,-0.122,98.87,14.47,14.819,2018-04-18
DAL,24-58,-2.822,106.124,108.916,0.36,0.012,0.37,95.826,15.529,14.66,2018-04-18
WAS,43-41,0.414,108.913,108.515,0.29,-0.014,0.210,97.116,14.818,14.821,2018-04-18
BOS,57-27,3.47,107.317,104.02,-0.529,-0.429,-0.120,96.125,15.122,14.822,2018-04-18
IND,49-35,1.213,108.714,107.512,-0.428,-0.630,0.211,96.124,14.816,15.227,2018-04-18
TOR,61-23,7.32,113.42,106.16,-0.530,-0.428,-0.125,97.513,14.817,14.714,2018-04-18
GSW,60-24,6.13,113.33,107.211,-0.427,-0.222,-0.227,99.95,14.36,14.68,2018-04-18
UTA,49-35,5.24,107.916,102.81,0.71,-0.016,0.71,96.222,15.427,14.53,2018-04-18
PHI,53-31,4.15,109.112,104.94,-0.426,-0.223,-0.226,100.14,14.14,14.711,2018-04-18
OKC,49-35,3.76,110.87,107.19,0.113,0.22,-0.123,96.818,14.58,15.328,2018-04-18
HOU,67-17,8.81,114.61,105.75,0.37,0.18,0.29,97.514,14.69,15.025,2018-04-18
SAS,47-37,2.58,107.318,104.83,0.28,-0.121,0.32,95.229,15.830,14.42,2018-04-18
MIN,47-37,2.49,112.84,110.422,0.53,0.23,0.35,96.223,15.426,14.54,2018-04-18
POR,49-35,2.210,108.615,106.47,-0.120,-0.224,0.113,96.519,15.223,14.69,2018-04-18
NOP,50-34,1.611,109.510,107.914,0.210,0.15,0.116,100.61,14.13,14.55,2018-04-18
DEN,46-36,1.612,112.35,110.726,0.112,0.010,0.114,97.017,15.020,14.713,2018-04-18
BKN,28-54,-3.524,107.019,110.523,-0.016,0.09,-0.121,98.96,14.714,14.41,2018-04-17
MIA,45-39,-0.318,106.622,106.98,-0.221,-0.119,-0.124,95.727,15.324,14.817,2018-04-17
CHA,36-46,-0.419,109.411,109.717,-0.325,-0.120,-0.228,98.28,14.815,14.67,2018-04-17
MIL,44-40,-0.620,109.89,110.421,-0.119,0.14,-0.229,96.320,14.610,15.330,2018-04-17
LAL,35-47,-1.221,106.523,107.713,0.114,-0.225,0.36,100.23,13.81,14.923,2018-04-17
DAL,24-58,-2.822,106.124,108.916,0.36,0.012,0.37,95.826,15.529,14.66,2018-04-17
NYK,29-53,-3.423,106.721,110.220,-0.117,-0.118,0.017,97.215,15.021,14.610,2018-04-17
ATL,24-58,-5.526,105.325,110.725,0.211,0.17,0.115,98.110,14.713,14.712,2018-04-17
ORL,25-57,-4.925,105.226,110.118,-0.322,-0.326,0.018,97.912,14.612,14.818,2018-04-17
HOU,66-17,8.71,114.71,106.05,0.37,0.18,0.29,97.514,14.69,15.025,2018-04-17
MEM,22-60,-6.527,104.127,110.624,0.34,0.011,0.33,95.228,15.528,14.820,2018-04-17
SAC,27-55,-7.128,103.730,110.827,0.35,0.16,0.38,94.930,15.325,15.026,2018-04-17
CHI,27-55,-7.229,103.929,111.028,0.015,-0.117,0.112,98.111,14.15,15.329,2018-04-17
PHX,21-61,-8.330,104.028,112.230,0.62,0.31,0.34,100.32,14.02,14.715,2018-04-17
DET,39-43,-0.217,107.020,107.210,-0.323,-0.327,0.019,96.221,15.019,15.024,2018-04-17
LAC,42-40,0.116,110.28,110.119,-0.118,0.013,-0.122,98.87,14.47,14.819,2018-04-17
CLE,50-33,0.315,112.26,112.029,-0.324,-0.015,-0.330,98.19,14.611,14.816,2018-04-17
BOS,57-27,3.47,107.317,104.02,-0.529,-0.429,-0.120,96.125,15.122,14.822,2018-04-17
WAS,43-41,0.414,108.913,108.515,0.29,-0.014,0.210,97.116,14.818,14.821,2018-04-17
TOR,61-23,7.32,113.42,106.16,-0.530,-0.428,-0.125,97.513,14.817,14.714,2018-04-17
GSW,60-24,6.13,113.33,107.211,-0.427,-0.222,-0.227,99.95,14.36,14.68,2018-04-17
UTA,48-35,5.14,108.016,102.91,0.71,-0.016,0.71,96.224,15.426,14.54,2018-04-17
OKC,49-34,3.96,111.07,107.29,0.113,0.22,-0.123,96.818,14.58,15.228,2018-04-17
PHI,53-31,4.15,109.112,104.94,-0.426,-0.223,-0.226,100.14,14.14,14.711,2018-04-17
MIN,47-36,2.78,113.14,110.522,0.53,0.23,0.35,96.222,15.427,14.53,2018-04-17
SAS,47-37,2.59,107.318,104.83,0.28,-0.121,0.32,95.229,15.830,14.42,2018-04-17
POR,49-35,2.210,108.615,106.47,-0.120,-0.224,0.113,96.519,15.223,14.69,2018-04-17
NOP,50-34,1.611,109.510,107.914,0.210,0.15,0.116,100.61,14.13,14.55,2018-04-17
DEN,46-36,1.612,112.35,110.726,0.112,0.010,0.114,97.017,15.020,14.713,2018-04-17
IND,49-34,1.213,108.714,107.512,-0.428,-0.630,0.211,96.223,14.816,15.227,2018-04-17
BOS,56-27,3.27,107.118,103.92,-0.529,-0.429,-0.120,96.125,15.122,14.822,2018-04-16
IND,49-34,1.213,108.714,107.512,-0.428,-0.630,0.211,96.223,14.816,15.227,2018-04-16
NOP,49-34,1.512,109.410,107.914,0.210,0.15,0.116,100.71,14.13,14.65,2018-04-16
DEN,46-36,1.611,112.35,110.726,0.112,0.010,0.114,97.017,15.020,14.713,2018-04-16
POR,49-34,2.310,108.615,106.37,-0.120,-0.224,0.113,96.519,15.323,14.69,2018-04-16
SAS,47-37,2.59,107.317,104.83,0.28,-0.121,0.32,95.229,15.830,14.42,2018-04-16
MIN,47-36,2.78,113.14,110.522,0.53,0.23,0.35,96.222,15.427,14.53,2018-04-16
CLE,50-33,0.315,112.26,112.029,-0.324,-0.015,-0.330,98.19,14.611,14.815,2018-04-16
OKC,49-34,3.96,111.07,107.29,0.113,0.22,-0.123,96.818,14.58,15.228,2018-04-16
PHI,53-31,4.15,109.112,104.94,-0.426,-0.223,-0.226,100.14,14.14,14.711,2018-04-16
UTA,48-35,5.14,108.016,102.91,0.71,-0.016,0.71,96.224,15.426,14.54,2018-04-16
GSW,60-24,6.13,113.32,107.211,-0.427,-0.222,-0.227,99.95,14.36,14.68,2018-04-16
TOR,60-23,7.22,113.23,106.06,-0.530,-0.428,-0.125,97.514,14.817,14.816,2018-04-16
HOU,66-17,8.71,114.71,106.05,0.37,0.18,0.29,97.513,14.69,15.025,2018-04-16
WAS,43-40,0.514,108.813,108.315,0.29,-0.014,0.210,97.016,14.918,14.821,2018-04-16
PHX,21-61,-8.330,104.028,112.230,0.62,0.31,0.34,100.32,14.02,14.714,2018-04-16
LAC,42-40,0.116,110.28,110.119,-0.118,0.013,-0.122,98.87,14.47,14.819,2018-04-16
BKN,28-54,-3.524,107.019,110.523,-0.016,0.09,-0.121,98.96,14.714,14.41,2018-04-16
CHI,27-55,-7.229,103.929,111.028,0.015,-0.117,0.112,98.111,14.15,15.329,2018-04-16
SAC,27-55,-7.128,103.730,110.827,0.35,0.16,0.38,94.930,15.325,15.026,2018-04-16
MEM,22-60,-6.527,104.127,110.624,0.34,0.011,0.33,95.228,15.528,14.820,2018-04-16
DET,39-43,-0.217,107.020,107.210,-0.323,-0.327,0.019,96.221,15.019,15.024,2018-04-16
ORL,25-57,-4.925,105.226,110.118,-0.322,-0.326,0.018,97.912,14.612,14.818,2018-04-16
ATL,24-58,-5.526,105.325,110.725,0.211,0.17,0.115,98.110,14.713,14.712,2018-04-16
NYK,29-53,-3.423,106.721,110.220,-0.117,-0.118,0.017,97.215,15.021,14.610,2018-04-16
DAL,24-58,-2.822,106.124,108.916,0.36,0.012,0.37,95.826,15.529,14.66,2018-04-16
LAL,35-47,-1.221,106.523,107.713,0.114,-0.225,0.36,100.23,13.81,14.923,2018-04-16
MIL,44-39,-0.520,109.79,110.221,-0.119,0.14,-0.229,96.320,14.610,15.330,2018-04-16
CHA,36-46,-0.419,109.411,109.717,-0.325,-0.120,-0.228,98.28,14.815,14.67,2018-04-16
MIA,45-39,-0.318,106.622,106.98,-0.221,-0.119,-0.124,95.727,15.324,14.817,2018-04-16
WAS,43-40,0.514,108.813,108.315,0.28,-0.012,0.210,97.016,14.918,14.821,2018-04-15
IND,49-34,1.213,108.714,107.512,-0.428,-0.630,0.211,96.223,14.816,15.227,2018-04-15
NOP,49-34,1.512,109.410,107.914,0.29,0.15,0.116,100.71,14.13,14.65,2018-04-15
DEN,46-36,1.611,112.35,110.725,0.111,0.010,0.112,97.017,15.020,14.713,2018-04-15
POR,49-34,2.310,108.615,106.37,-0.120,-0.223,0.113,96.519,15.323,14.69,2018-04-15
SAS,47-36,2.69,107.317,104.63,0.112,-0.221,0.37,95.229,15.830,14.42,2018-04-15
TOR,60-23,7.22,113.22,106.06,-0.530,-0.428,-0.124,97.514,14.817,14.816,2018-04-15
BOS,56-27,3.27,107.118,103.92,-0.529,-0.429,-0.120,96.125,15.122,14.822,2018-04-15
OKC,49-34,3.96,111.07,107.29,0.113,0.22,-0.123,96.818,14.58,15.228,2018-04-15
PHI,53-30,4.35,109.112,104.84,-0.326,-0.222,-0.126,100.14,14.15,14.711,2018-04-15
UTA,48-35,5.14,108.016,102.91,0.71,-0.016,0.71,96.224,15.426,14.54,2018-04-15
GSW,59-24,6.03,113.23,107.210,-0.427,-0.224,-0.227,99.95,14.26,14.67,2018-04-15
LAC,42-40,0.116,110.28,110.119,-0.118,-0.014,-0.121,98.87,14.47,14.819,2018-04-15
CLE,50-33,0.315,112.26,112.029,-0.324,-0.015,-0.330,98.19,14.611,14.815,2018-04-15
MIN,47-36,2.78,113.14,110.522,0.53,0.23,0.34,96.222,15.427,14.53,2018-04-15
HOU,66-17,8.71,114.71,106.05,0.37,0.18,0.29,97.513,14.69,15.025,2018-04-15
BKN,28-54,-3.524,107.019,110.623,-0.016,0.09,-0.122,98.96,14.714,14.41,2018-04-15
DET,39-43,-0.217,107.020,107.211,-0.322,-0.326,-0.018,96.221,15.019,15.024,2018-04-15
CHI,27-55,-7.229,103.929,111.028,0.015,-0.117,0.114,98.111,14.14,15.329,2018-04-15
SAC,27-55,-7.128,103.730,110.827,0.35,0.17,0.38,94.930,15.324,15.026,2018-04-15
MEM,22-60,-6.527,104.127,110.624,0.34,0.011,0.32,95.228,15.528,14.820,2018-04-15
ATL,24-58,-5.526,105.325,110.726,0.110,0.16,0.115,98.110,14.713,14.712,2018-04-15
ORL,25-57,-4.925,105.226,110.118,-0.321,-0.325,-0.019,97.912,14.612,14.818,2018-04-15
PHX,21-61,-8.330,103.928,112.230,0.62,0.31,0.33,100.32,14.02,14.714,2018-04-15
NYK,29-53,-3.523,106.721,110.220,-0.117,-0.118,0.017,97.215,15.021,14.610,2018-04-15
LAL,35-47,-1.221,106.422,107.713,0.114,-0.327,0.35,100.23,13.81,14.923,2018-04-15
MIA,44-39,-0.520,106.423,106.98,-0.323,-0.220,-0.125,95.727,15.325,14.817,2018-04-15
MIL,44-39,-0.519,109.79,110.221,-0.119,0.14,-0.229,96.320,14.610,15.330,2018-04-15
DAL,24-58,-2.822,106.124,108.916,0.36,-0.013,0.36,95.826,15.529,14.66,2018-04-15
CHA,36-46,-0.418,109.411,109.717,-0.325,-0.119,-0.228,98.28,14.815,14.68,2018-04-15
MIN,47-35,2.78,113.23,110.522,0.53,0.23,0.34,96.222,15.427,14.53,2018-04-14
IND,48-34,1.013,108.814,107.713,-0.428,-0.630,0.211,96.223,14.816,15.227,2018-04-14
NOP,49-34,1.512,109.410,107.914,0.29,0.15,0.116,100.71,14.13,14.65,2018-04-14
DEN,46-36,1.611,112.36,110.725,0.111,0.010,0.112,97.017,15.020,14.713,2018-04-14
POR,49-34,2.310,108.615,106.37,-0.120,-0.223,0.113,96.519,15.323,14.69,2018-04-14
SAS,47-36,2.69,107.317,104.63,0.112,-0.221,0.37,95.229,15.830,14.42,2018-04-14
OKC,48-34,3.86,111.07,107.210,0.113,0.22,-0.123,96.718,14.58,15.328,2018-04-14
BOS,55-27,3.27,107.118,103.92,-0.529,-0.429,-0.120,96.124,15.122,14.922,2018-04-14
PHI,53-30,4.35,109.112,104.84,-0.326,-0.222,-0.126,100.14,14.15,14.711,2018-04-14
UTA,48-34,5.34,108.016,102.71,0.71,-0.016,0.71,96.125,15.426,14.54,2018-04-14
GSW,59-24,6.03,113.24,107.29,-0.427,-0.224,-0.227,99.95,14.26,14.67,2018-04-14
TOR,60-23,7.22,113.22,106.06,-0.530,-0.428,-0.124,97.514,14.817,14.816,2018-04-14
WAS,43-40,0.515,108.813,108.315,0.28,-0.012,0.210,97.016,14.918,14.821,2018-04-14
CLE,50-32,0.514,112.55,112.129,-0.324,-0.015,-0.330,98.29,14.610,14.715,2018-04-14
HOU,65-17,8.71,114.71,105.95,0.37,0.18,0.29,97.513,14.59,15.025,2018-04-14
LAC,42-40,0.116,110.28,110.119,-0.118,-0.014,-0.121,98.87,14.47,14.819,2018-04-14
DET,39-43,-0.217,107.020,107.211,-0.322,-0.326,-0.018,96.221,15.019,15.024,2018-04-14
CHA,36-46,-0.418,109.411,109.717,-0.325,-0.119,-0.228,98.28,14.815,14.68,2018-04-14
MIL,44-38,-0.419,109.89,110.221,-0.119,0.14,-0.229,96.320,14.611,15.330,2018-04-14
MIA,44-39,-0.520,106.423,106.98,-0.323,-0.220,-0.125,95.727,15.325,14.817,2018-04-14
LAL,35-47,-1.221,106.422,107.712,0.114,-0.327,0.35,100.23,13.81,14.923,2018-04-14
DAL,24-58,-2.822,106.124,108.916,0.36,-0.013,0.36,95.826,15.529,14.66,2018-04-14
BKN,28-54,-3.524,107.019,110.623,-0.016,0.09,-0.122,98.96,14.714,14.41,2018-04-14
ORL,25-57,-4.925,105.226,110.118,-0.321,-0.325,-0.019,97.912,14.612,14.818,2018-04-14
ATL,24-58,-5.526,105.325,110.726,0.110,0.16,0.115,98.110,14.713,14.712,2018-04-14
MEM,22-60,-6.527,104.127,110.624,0.34,0.011,0.32,95.228,15.528,14.820,2018-04-14
SAC,27-55,-7.128,103.730,110.827,0.35,0.17,0.38,94.930,15.324,15.026,2018-04-14
CHI,27-55,-7.229,103.929,111.028,0.015,-0.117,0.114,98.111,14.14,15.329,2018-04-14
PHX,21-61,-8.330,103.928,112.230,0.62,0.31,0.33,100.32,14.02,14.714,2018-04-14
NYK,29-53,-3.523,106.721,110.220,-0.117,-0.118,0.017,97.215,15.021,14.610,2018-04-14
LAC,42-40,0.116,110.28,110.119,-0.118,-0.013,-0.122,98.87,14.47,14.819,2018-04-13
PHX,21-61,-8.330,103.928,112.230,0.62,0.31,0.33,100.32,14.02,14.714,2018-04-13
CLE,50-32,0.514,112.55,112.129,-0.324,-0.014,-0.329,98.29,14.610,14.715,2018-04-13
ATL,24-58,-5.526,105.325,110.726,0.18,0.15,0.114,98.110,14.713,14.712,2018-04-13
ORL,25-57,-4.925,105.226,110.118,-0.321,-0.326,-0.018,97.912,14.612,14.818,2018-04-13
BKN,28-54,-3.524,107.019,110.623,-0.015,0.08,-0.123,98.96,14.714,14.41,2018-04-13
NYK,29-53,-3.523,106.721,110.220,-0.116,-0.118,0.016,97.215,15.021,14.610,2018-04-13
DAL,24-58,-2.822,106.124,108.916,0.36,-0.012,0.36,95.826,15.529,14.66,2018-04-13
LAL,35-47,-1.221,106.422,107.712,0.112,-0.328,0.35,100.23,13.81,14.923,2018-04-13
MIL,44-38,-0.420,109.89,110.221,-0.119,0.14,-0.228,96.320,14.611,15.330,2018-04-13
CHA,36-46,-0.419,109.411,109.717,-0.325,-0.119,-0.227,98.28,14.815,14.68,2018-04-13
MIA,44-38,-0.318,106.423,106.78,-0.427,-0.223,-0.226,95.627,15.325,14.817,2018-04-13
DET,39-43,-0.217,107.020,107.210,-0.322,-0.327,-0.017,96.221,15.019,15.024,2018-04-13
WAS,43-39,0.215,108.715,108.515,-0.120,-0.116,-0.120,97.016,14.918,14.821,2018-04-13
NOP,48-34,1.412,109.410,108.114,0.111,0.09,0.115,100.71,14.03,14.65,2018-04-13
SAC,27-55,-7.128,103.730,110.827,0.35,0.16,0.37,94.930,15.324,15.026,2018-04-13
DEN,46-36,1.611,112.36,110.725,0.19,0.010,0.112,97.017,15.020,14.713,2018-04-13
POR,49-33,2.410,108.814,106.47,-0.117,-0.222,0.111,96.519,15.323,14.69,2018-04-13
MIN,47-35,2.79,113.23,110.522,0.53,0.23,0.34,96.222,15.427,14.53,2018-04-13
SAS,47-35,2.88,107.417,104.63,0.013,-0.220,0.28,95.229,15.930,14.42,2018-04-13
BOS,55-27,3.27,107.118,103.92,-0.529,-0.429,-0.119,96.124,15.122,14.922,2018-04-13
OKC,48-34,3.86,111.07,107.29,0.110,0.22,-0.124,96.718,14.58,15.328,2018-04-13
PHI,52-30,4.15,108.912,104.84,-0.323,-0.221,-0.121,100.14,14.15,14.711,2018-04-13
UTA,48-34,5.34,108.016,102.71,0.71,-0.015,0.71,96.125,15.426,14.54,2018-04-13
GSW,58-24,5.83,113.14,107.311,-0.426,-0.225,-0.125,100.05,14.26,14.67,2018-04-13
TOR,59-23,7.22,113.32,106.16,-0.530,-0.224,-0.330,97.514,14.817,14.816,2018-04-13
