TEAM_ID,TEAM_ABBREVIATION,PLAYER_ID,PLAYER_NAME,PLAYER_SLUG,POSITION,HEIGHT,WEIGHT,AGE,EXPERIENCE
1610612746,LAC,1630187,Daniel Oturu,daniel-oturu,C,6-8,240,21.0,R
1610612746,LAC,202331,Paul George,paul-george,F,6-8,220,30.0,10
1610612746,LAC,1629611,Terance Mann,terance-mann,G-F,6-5,215,24.0,1
1610612746,LAC,201976,Patrick Beverley,patrick-beverley,G,6-1,180,32.0,8
1610612746,LAC,201587,Nicolas Batum,nicolas-batum,G-F,6-8,230,32.0,12
1610612746,LAC,1627826,Ivica Zubac,ivica-zubac,C,7-0,240,24.0,4
1610612746,LAC,202335,Patrick Patterson,patrick-patterson,F,6-8,235,32.0,10
1610612763,MEM,1629001,De'Anthony Melton,deanthony-melton,G,6-2,200,22.0,2
1610612763,MEM,203937,Kyle Anderson,kyle-anderson,F-G,6-9,230,27.0,6
1610612763,MEM,1630214,Xavier Tillman,xavier-tillman,F,6-8,245,22.0,R
1610612763,MEM,1628960,Grayson Allen,grayson-allen,G,6-4,198,25.0,2
1610612763,MEM,1629007,Jontay Porter,jontay-porter,C-F,6-11,240,21.0,R
1610612763,MEM,1626159,Justise Winslow,justise-winslow,F-G,6-6,222,25.0,5
1610612763,MEM,1629630,Ja Morant,ja-morant,G,6-3,174,21.0,1
1610612763,MEM,1628991,Jaren Jackson Jr.,jaren-jackson-jr,F-C,6-11,242,21.0,2
1610612763,MEM,1629634,Brandon Clarke,brandon-clarke,F,6-8,215,24.0,1
1610612763,MEM,202685,Jonas Valanciunas,jonas-valanciunas,C,6-11,265,28.0,8
1610612763,MEM,1626145,Tyus Jones,tyus-jones,G,6-0,196,24.0,5
1610612763,MEM,1630217,Desmond Bane,desmond-bane,G,6-5,215,22.0,R
1610612763,MEM,1628415,Dillon Brooks,dillon-brooks,G-F,6-7,225,25.0,3
1610612763,MEM,1630253,Sean McDermott,sean-mcdermott,F,6-6,195,24.0,R
1610612763,MEM,1629681,Killian Tillie,killian-tillie,F-C,6-9,220,23.0,R
1610612763,MEM,1629723,John Konchar,john-konchar,G,6-5,210,25.0,1
1610612762,UTA,203903,Jordan Clarkson,jordan-clarkson,G,6-4,194,28.0,6
1610612762,UTA,204060,Joe Ingles,joe-ingles,F-G,6-8,220,33.0,6
1610612762,UTA,1630235,Trent Forrest,trent-forrest,G,6-4,210,22.0,R
1610612762,UTA,1629714,Jarrell Brantley,jarrell-brantley,F,6-5,250,24.0,1
1610612762,UTA,101141,Ersan Ilyasova,ersan-ilyasova,F,6-9,235,33.0,12
1610612762,UTA,201144,Mike Conley,mike-conley,G,6-1,175,33.0,13
1610612762,UTA,202324,Derrick Favors,derrick-favors,F,6-9,265,29.0,10
1610612762,UTA,1629752,Juwan Morgan,juwan-morgan,F,6-7,232,23.0,1
1610612762,UTA,1628962,Udoka Azubuike,udoka-azubuike,C-F,6-10,280,21.0,R
1610612762,UTA,1629744,Matt Thomas,matt-thomas,G,6-4,190,26.0,1
1610612762,UTA,1626220,Royce O'Neale,royce-oneale,F,6-4,226,27.0,3
1610612762,UTA,203497,Rudy Gobert,rudy-gobert,C,7-1,258,28.0,7
1610612762,UTA,1627777,Georges Niang,georges-niang,F,6-7,230,27.0,4
1610612762,UTA,1630190,Elijah Hughes,elijah-hughes,G,6-5,215,23.0,R
1610612762,UTA,202711,Bojan Bogdanovic,bojan-bogdanovic,F,6-7,226,31.0,6
1610612762,UTA,1628378,Donovan Mitchell,donovan-mitchell,G,6-1,215,24.0,3
1610612762,UTA,1629671,Miye Oni,miye-oni,G-F,6-5,206,23.0,1
1610612748,MIA,1629216,Gabe Vincent,gabe-vincent,G,6-3,200,24.0,1
1610612748,MIA,203506,Victor Oladipo,victor-oladipo,G,6-4,213,28.0,7
1610612748,MIA,1630173,Precious Achiuwa,precious-achiuwa,F,6-8,225,21.0,R
